"scanTime","scanID","scanVersion","scanConsole","scanIntelligenceTime","image","registry","repository","tag","digest","twistlockImageID","osDistro","osDistroRelease","osDistroVersion","architecture","size","hostname","issueType","severity","severityCHML","cvss","riskFactors","cve","link","hasFix","status","packageType","packageName","packageVersion","packageLicense","packageBinaryPkgs","packagePath","description","title","cause","complianceID"
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","low","L","3.5","Attack complexity: low,Attack vector: network,Has fix,Recent vulnerability","CVE-2021-3634","https://access.redhat.com/errata/RHSA-2022:2031","Y","fixed in 0.9.6-3.el8","os","libssh","0.9.4-3.el8","LGPLv2+","","","A flaw has been found in libssh in versions prior to 0.9.6. The SSH protocol keeps track of two shared secrets during the lifetime of the session. One of them is called secret_hash and the other session_id. Initially, both of them are the same, but after key re-exchange, previous session_id is kept and used as an input to new secret_hash. Historically, both of these buffers had shared length variable, which worked as long as these buffers were same. But the key re-exchange operation can also change the key exchange method, which can be based on hash of different size, eventually creating 'secret_hash' of different size than the session_id has. This becomes an issue when the session_id memory is zeroed or when it is used again during second key re-exchange.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","6","Attack vector: network,Has fix,Medium severity,Recent vulnerability","CVE-2022-27782","https://access.redhat.com/errata/RHSA-2022:5313","Y","fixed in 7.61.1-22.el8_6.3","os","curl","7.61.1-22.el8","MIT","","","libcurl would reuse a previously created connection even when a TLS or SSHrelated option had been changed that should have prohibited reuse.libcurl keeps previously used connections in a connection pool for subsequenttransfers to reuse if one of them matches the setup. However, several TLS andSSH settings were left out from the configuration match checks, making themmatch too easily.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","4.3","Attack complexity: low,Attack vector: network,Has fix,Medium severity,Recent vulnerability","CVE-2022-27776","https://access.redhat.com/errata/RHSA-2022:5313","Y","fixed in 7.61.1-22.el8_6.3","os","curl","7.61.1-22.el8","MIT","","","A insufficiently protected credentials vulnerability in fixed in curl 7.83.0 might leak authentication or cookie header data on HTTP redirects to the same host but another port number.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","5","Attack vector: network,Has fix,Medium severity,Recent vulnerability","CVE-2022-27774","https://access.redhat.com/errata/RHSA-2022:5313","Y","fixed in 7.61.1-22.el8_6.3","os","curl","7.61.1-22.el8","MIT","","","An insufficiently protected credentials vulnerability exists in curl 4.9 to and include curl 7.82.0 are affected that could allow an attacker to extract credentials when follows HTTP(S) redirects is used with authentication could leak credentials to other services that exist on different protocols or port numbers.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","4.6","Attack complexity: low,Attack vector: network,Has fix,Medium severity,Recent vulnerability","CVE-2022-22576","https://access.redhat.com/errata/RHSA-2022:5313","Y","fixed in 7.61.1-22.el8_6.3","os","curl","7.61.1-22.el8","MIT","","","An improper authentication vulnerability exists in curl 7.33.0 to and including 7.82.0 which might allow reuse OAUTH2-authenticated connections without properly making sure that the connection was authenticated with the same credentials as set for this transfer. This affects SASL-enabled protocols: SMPTP(S), IMAP(S), POP3(S) and LDAP(S) (openldap only).","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","4.4","Has fix,Medium severity,Recent vulnerability","CVE-2021-3521","https://access.redhat.com/errata/RHSA-2022:0368","Y","fixed in 4.14.3-19.el8_5.2","os","rpm-libs","4.14.3-19.el8","GPLv2+ and LGPLv2+ with exceptions","","","The RPM Package Manager (RPM) is a command-line driven package management system capable of installing, uninstalling, verifying, querying, and updating software packages.  Security Fix(es):  * rpm: RPM does not require subkeys to have a valid binding signature (CVE-2021-3521)  For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","important","H","8.1","Has fix,High severity,Recent vulnerability","CVE-2022-26691","https://access.redhat.com/errata/RHSA-2022:5056","Y","fixed in 2.2.6-45.el8_6.2","os","cups-libs","2.2.6-40.el8","LGPLv2 and zlib","","","A logic issue was addressed with improved state management. This issue is fixed in Security Update 2022-003 Catalina, macOS Monterey 12.3, macOS Big Sur 11.6.5. An application may be able to gain elevated privileges.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","low","L","6.5","Attack complexity: low,Attack vector: network,Has fix,Recent vulnerability","CVE-2021-3737","https://access.redhat.com/errata/RHSA-2022:1986","Y","fixed in 3.6.8-45.el8","os","python3-libs","3.6.8-41.el8","Python","","","A flaw was found in python. An improperly handled HTTP response in the HTTP client code of python may allow a remote attacker, who controls the HTTP server, to make the client script enter an infinite loop, consuming CPU time. The highest threat from this vulnerability is to system availability.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","5.3","Attack complexity: low,Attack vector: network,Has fix,Medium severity,Recent vulnerability","CVE-2021-4189","https://access.redhat.com/errata/RHSA-2022:1986","Y","fixed in 3.6.8-45.el8","os","python3-libs","3.6.8-41.el8","Python","","","Red Hat\'s versions of the associated software have been determined to NOT be affected by CVE-2021-4189.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","7","Attack vector: network,DoS,Has fix,Medium severity,Recent vulnerability","CVE-2022-23218","https://access.redhat.com/errata/RHSA-2022:0896","Y","fixed in 2.28-164.el8_5.3","os","glibc-minimal-langpack","2.28-164.el8","LGPLv2+ and LGPLv2+ with exceptions and GPLv2+ and GPLv2+ with exceptions and BSD and Inner-Net and ISC and Public Domain and GFDL","","","The deprecated compatibility function svcunix_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its path argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","7","Attack vector: network,DoS,Has fix,Medium severity,Recent vulnerability","CVE-2022-23219","https://access.redhat.com/errata/RHSA-2022:0896","Y","fixed in 2.28-164.el8_5.3","os","glibc-minimal-langpack","2.28-164.el8","LGPLv2+ and LGPLv2+ with exceptions and GPLv2+ and GPLv2+ with exceptions and BSD and Inner-Net and ISC and Public Domain and GFDL","","","The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its hostname argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution.","","",""
"2022-07-26T15:29:54.384Z","62e00872a4be922d1fcd77b6","21.08.514","sc-public-4.cp-cts-twistlock.svc.cluster.local:8183","2022-07-25T16:00:52.609Z","registry.connect.redhat.com/ibm/couchdb3@sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","registry.connect.redhat.com","ibm/couchdb3","","sha256:6af02557f1f9e12ca4037be71804eb5dc4c53134b937278cb779e58b350afb53","sha256:afebafc1cc743cfcb5fe1c355c75ec478c2772b232f03da50def49dc0962b6c5","redhat","RHEL8","8.5","amd64","566173895","91fafc2abe5d","vulnerability","moderate","M","7.4","Has fix,Medium severity,Recent vulnerability","CVE-2021-3999","https://access.redhat.com/errata/RHSA-2022:0896","Y","fixed in 2.28-164.el8_5.3","os","glibc-minimal-langpack","2.28-164.el8","LGPLv2+ and LGPLv2+ with exceptions and GPLv2+ and GPLv2+ with exceptions and BSD and Inner-Net and ISC and Public Domain and GFDL","","","The glibc packages provide the standard C libraries (libc), POSIX thread libraries (libpthread), standard math libraries (libm), and the name service cache daemon (nscd) used by multiple programs on the system. Without these libraries, the Linux system cannot function correctly.  Security Fix(es):  * glibc: Off-by-one buffer overflow/underflow in getcwd() (CVE-2021-3999)  * glibc: Stack-based buffer overflow in svcunix_create via long pathnames (CVE-2022-23218)  * glibc: Stack-based buffer overflow in sunrpc clnt_create via a long pathname (CVE-2022-23219)  For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.","","",""
